"partijos_no";"partija_full";"apylinkes";"pastas";"balsai";"proc_rinkejai";"proc_rinkejai_lt";"apygarda";"apygardos_no";"partija"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"67";"19";"86";"0,51";"0,54";"Jonavos";60;"JL"
9;"„Drąsos kelias“ politinė partija";"29";"10";"39";"0,23";"0,28";"Jonavos";60;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2518";"557";"3075";"18,52";"21,66";"Ukmergės";61;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"3425";"694";"4119";"24,81";"21,54";"Ukmergės";61;"LVZS"
1;"Lietuvos socialdemokratų partija";"2177";"513";"2690";"16,20";"14,43";"Ukmergės";61;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"676";"144";"820";"4,94";"9,04";"Ukmergės";61;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"1077";"168";"1245";"7,50";"6,06";"Ukmergės";61;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"61";"8";"69";"0,42";"5,49";"Ukmergės";61;"LLRA"
5;"Partija Tvarka ir teisingumas";"678";"222";"900";"5,42";"5,33";"Ukmergės";61;"PTT"
8;"Darbo partija";"1280";"296";"1576";"9,49";"4,69";"Ukmergės";61;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"226";"61";"287";"1,73";"2,14";"Ukmergės";61;"LLS"
12;"Lietuvos žaliųjų partija";"285";"68";"353";"2,13";"1,94";"Ukmergės";61;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"288";"46";"334";"2,01";"1,72";"Ukmergės";61;"LS"
10;"Lietuvos liaudies partija";"135";"48";"183";"1,10";"1,01";"Ukmergės";61;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"66";"18";"84";"0,51";"0,54";"Ukmergės";61;"JL"
9;"„Drąsos kelias“ politinė partija";"32";"9";"41";"0,25";"0,28";"Ukmergės";61;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2311";"640";"2951";"18,19";"21,66";"Jurbarko-Pagėgių";62;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"3087";"592";"3679";"22,68";"21,54";"Jurbarko-Pagėgių";62;"LVZS"
1;"Lietuvos socialdemokratų partija";"2084";"546";"2630";"16,21";"14,43";"Jurbarko-Pagėgių";62;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"1070";"289";"1359";"8,38";"9,04";"Jurbarko-Pagėgių";62;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"915";"207";"1122";"6,92";"6,06";"Jurbarko-Pagėgių";62;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"16";"6";"22";"0,14";"5,49";"Jurbarko-Pagėgių";62;"LLRA"
5;"Partija Tvarka ir teisingumas";"1521";"468";"1989";"12,26";"5,33";"Jurbarko-Pagėgių";62;"PTT"
8;"Darbo partija";"665";"180";"845";"5,21";"4,69";"Jurbarko-Pagėgių";62;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"215";"49";"264";"1,63";"2,14";"Jurbarko-Pagėgių";62;"LLS"
12;"Lietuvos žaliųjų partija";"180";"33";"213";"1,31";"1,94";"Jurbarko-Pagėgių";62;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"100";"20";"120";"0,74";"1,72";"Jurbarko-Pagėgių";62;"LS"
10;"Lietuvos liaudies partija";"119";"21";"140";"0,86";"1,01";"Jurbarko-Pagėgių";62;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"45";"14";"59";"0,36";"0,54";"Jurbarko-Pagėgių";62;"JL"
9;"„Drąsos kelias“ politinė partija";"10";"10";"20";"0,12";"0,28";"Jurbarko-Pagėgių";62;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"1965";"536";"2501";"15,82";"21,66";"Sūduvos";63;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"4134";"633";"4767";"30,15";"21,54";"Sūduvos";63;"LVZS"
1;"Lietuvos socialdemokratų partija";"2188";"464";"2652";"16,78";"14,43";"Sūduvos";63;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"755";"168";"923";"5,84";"9,04";"Sūduvos";63;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"830";"151";"981";"6,21";"6,06";"Sūduvos";63;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"8";"4";"12";"0,08";"5,49";"Sūduvos";63;"LLRA"
5;"Partija Tvarka ir teisingumas";"1141";"252";"1393";"8,81";"5,33";"Sūduvos";63;"PTT"
8;"Darbo partija";"779";"229";"1008";"6,38";"4,69";"Sūduvos";63;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"80";"16";"96";"0,61";"2,14";"Sūduvos";63;"LLS"
12;"Lietuvos žaliųjų partija";"286";"38";"324";"2,05";"1,94";"Sūduvos";63;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"139";"27";"166";"1,05";"1,72";"Sūduvos";63;"LS"
10;"Lietuvos liaudies partija";"119";"23";"142";"0,90";"1,01";"Sūduvos";63;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"48";"24";"72";"0,46";"0,54";"Sūduvos";63;"JL"
9;"„Drąsos kelias“ politinė partija";"27";"5";"32";"0,20";"0,28";"Sūduvos";63;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2552";"726";"3278";"20,90";"21,66";"Zanavykų";64;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"3361";"641";"4002";"25,52";"21,54";"Zanavykų";64;"LVZS"
1;"Lietuvos socialdemokratų partija";"2286";"621";"2907";"18,54";"14,43";"Zanavykų";64;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"529";"136";"665";"4,24";"9,04";"Zanavykų";64;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"1202";"266";"1468";"9,36";"6,06";"Zanavykų";64;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"13";"4";"17";"0,11";"5,49";"Zanavykų";64;"LLRA"
5;"Partija Tvarka ir teisingumas";"458";"148";"606";"3,86";"5,33";"Zanavykų";64;"PTT"
8;"Darbo partija";"415";"165";"580";"3,70";"4,69";"Zanavykų";64;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"408";"114";"522";"3,33";"2,14";"Zanavykų";64;"LLS"
12;"Lietuvos žaliųjų partija";"294";"61";"355";"2,26";"1,94";"Zanavykų";64;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"130";"17";"147";"0,94";"1,72";"Zanavykų";64;"LS"
10;"Lietuvos liaudies partija";"86";"32";"118";"0,75";"1,01";"Zanavykų";64;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"57";"34";"91";"0,58";"0,54";"Zanavykų";64;"JL"
9;"„Drąsos kelias“ politinė partija";"28";"5";"33";"0,21";"0,28";"Zanavykų";64;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"4363";"423";"4786";"22,94";"21,66";"Raudondvario";65;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"4824";"347";"5171";"24,78";"21,54";"Raudondvario";65;"LVZS"
1;"Lietuvos socialdemokratų partija";"3599";"510";"4109";"19,69";"14,43";"Raudondvario";65;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"1491";"115";"1606";"7,70";"9,04";"Raudondvario";65;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"1122";"90";"1212";"5,81";"6,06";"Raudondvario";65;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"73";"10";"83";"0,40";"5,49";"Raudondvario";65;"LLRA"
5;"Partija Tvarka ir teisingumas";"678";"105";"783";"3,75";"5,33";"Raudondvario";65;"PTT"
8;"Darbo partija";"679";"86";"765";"3,67";"4,69";"Raudondvario";65;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"183";"13";"196";"0,94";"2,14";"Raudondvario";65;"LLS"
12;"Lietuvos žaliųjų partija";"529";"24";"553";"2,65";"1,94";"Raudondvario";65;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"341";"25";"366";"1,75";"1,72";"Raudondvario";65;"LS"
10;"Lietuvos liaudies partija";"212";"10";"222";"1,06";"1,01";"Raudondvario";65;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"100";"6";"106";"0,51";"0,54";"Raudondvario";65;"JL"
9;"„Drąsos kelias“ politinė partija";"74";"8";"82";"0,39";"0,28";"Raudondvario";65;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"4747";"399";"5146";"28,14";"21,66";"Garliavos";66;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"4025";"185";"4210";"23,02";"21,54";"Garliavos";66;"LVZS"
1;"Lietuvos socialdemokratų partija";"2732";"198";"2930";"16,02";"14,43";"Garliavos";66;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"1521";"102";"1623";"8,87";"9,04";"Garliavos";66;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"1157";"49";"1206";"6,59";"6,06";"Garliavos";66;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"22";"2";"24";"0,13";"5,49";"Garliavos";66;"LLRA"
5;"Partija Tvarka ir teisingumas";"445";"47";"492";"2,69";"5,33";"Garliavos";66;"PTT"
8;"Darbo partija";"449";"47";"496";"2,71";"4,69";"Garliavos";66;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"206";"14";"220";"1,20";"2,14";"Garliavos";66;"LLS"
12;"Lietuvos žaliųjų partija";"365";"14";"379";"2,07";"1,94";"Garliavos";66;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"379";"8";"387";"2,12";"1,72";"Garliavos";66;"LS"
10;"Lietuvos liaudies partija";"179";"8";"187";"1,02";"1,01";"Garliavos";66;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"94";"9";"103";"0,56";"0,54";"Garliavos";66;"JL"
9;"„Drąsos kelias“ politinė partija";"246";"17";"263";"1,44";"0,28";"Garliavos";66;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2184";"532";"2716";"16,55";"21,66";"Prienų-Birštono";67;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"2920";"530";"3450";"21,03";"21,54";"Prienų-Birštono";67;"LVZS"
1;"Lietuvos socialdemokratų partija";"3086";"860";"3946";"24,05";"14,43";"Prienų-Birštono";67;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"675";"146";"821";"5,00";"9,04";"Prienų-Birštono";67;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"776";"138";"914";"5,57";"6,06";"Prienų-Birštono";67;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"21";"6";"27";"0,16";"5,49";"Prienų-Birštono";67;"LLRA"
5;"Partija Tvarka ir teisingumas";"1201";"419";"1620";"9,87";"5,33";"Prienų-Birštono";67;"PTT"
8;"Darbo partija";"376";"100";"476";"2,90";"4,69";"Prienų-Birštono";67;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"230";"53";"283";"1,72";"2,14";"Prienų-Birštono";67;"LLS"
12;"Lietuvos žaliųjų partija";"280";"50";"330";"2,01";"1,94";"Prienų-Birštono";67;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"563";"96";"659";"4,02";"1,72";"Prienų-Birštono";67;"LS"
10;"Lietuvos liaudies partija";"111";"23";"134";"0,82";"1,01";"Prienų-Birštono";67;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"66";"25";"91";"0,55";"0,54";"Prienų-Birštono";67;"JL"
9;"„Drąsos kelias“ politinė partija";"120";"21";"141";"0,86";"0,28";"Prienų-Birštono";67;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"1777";"424";"2201";"14,22";"21,66";"Vilkaviškio";68;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"3732";"629";"4361";"28,18";"21,54";"Vilkaviškio";68;"LVZS"
1;"Lietuvos socialdemokratų partija";"3450";"732";"4182";"27,02";"14,43";"Vilkaviškio";68;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"704";"135";"839";"5,42";"9,04";"Vilkaviškio";68;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"1044";"178";"1222";"7,90";"6,06";"Vilkaviškio";68;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"16";"2";"18";"0,12";"5,49";"Vilkaviškio";68;"LLRA"
5;"Partija Tvarka ir teisingumas";"463";"102";"565";"3,65";"5,33";"Vilkaviškio";68;"PTT"
8;"Darbo partija";"313";"90";"403";"2,60";"4,69";"Vilkaviškio";68;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"86";"18";"104";"0,67";"2,14";"Vilkaviškio";68;"LLS"
12;"Lietuvos žaliųjų partija";"270";"46";"316";"2,04";"1,94";"Vilkaviškio";68;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"183";"28";"211";"1,36";"1,72";"Vilkaviškio";68;"LS"
10;"Lietuvos liaudies partija";"93";"23";"116";"0,75";"1,01";"Vilkaviškio";68;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"71";"11";"82";"0,53";"0,54";"Vilkaviškio";68;"JL"
9;"„Drąsos kelias“ politinė partija";"18";"8";"26";"0,17";"0,28";"Vilkaviškio";68;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"3656";"937";"4593";"25,90";"21,66";"Dzūkijos";69;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"3704";"478";"4182";"23,58";"21,54";"Dzūkijos";69;"LVZS"
1;"Lietuvos socialdemokratų partija";"2118";"409";"2527";"14,25";"14,43";"Dzūkijos";69;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"763";"178";"941";"5,31";"9,04";"Dzūkijos";69;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"1186";"115";"1301";"7,34";"6,06";"Dzūkijos";69;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"65";"34";"99";"0,56";"5,49";"Dzūkijos";69;"LLRA"
5;"Partija Tvarka ir teisingumas";"712";"155";"867";"4,89";"5,33";"Dzūkijos";69;"PTT"
8;"Darbo partija";"940";"220";"1160";"6,54";"4,69";"Dzūkijos";69;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"120";"36";"156";"0,88";"2,14";"Dzūkijos";69;"LLS"
12;"Lietuvos žaliųjų partija";"348";"50";"398";"2,24";"1,94";"Dzūkijos";69;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"159";"19";"178";"1,00";"1,72";"Dzūkijos";69;"LS"
10;"Lietuvos liaudies partija";"102";"30";"132";"0,74";"1,01";"Dzūkijos";69;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"65";"18";"83";"0,47";"0,54";"Dzūkijos";69;"JL"
9;"„Drąsos kelias“ politinė partija";"41";"12";"53";"0,30";"0,28";"Dzūkijos";69;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"1851";"636";"2487";"15,17";"21,66";"Varėnos-Trakų";70;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"2239";"665";"2904";"17,72";"21,54";"Varėnos-Trakų";70;"LVZS"
1;"Lietuvos socialdemokratų partija";"2519";"874";"3393";"20,70";"14,43";"Varėnos-Trakų";70;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"1535";"476";"2011";"12,27";"9,04";"Varėnos-Trakų";70;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"546";"151";"697";"4,25";"6,06";"Varėnos-Trakų";70;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"981";"308";"1289";"7,86";"5,49";"Varėnos-Trakų";70;"LLRA"
5;"Partija Tvarka ir teisingumas";"528";"236";"764";"4,66";"5,33";"Varėnos-Trakų";70;"PTT"
8;"Darbo partija";"644";"312";"956";"5,83";"4,69";"Varėnos-Trakų";70;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"266";"84";"350";"2,14";"2,14";"Varėnos-Trakų";70;"LLS"
12;"Lietuvos žaliųjų partija";"235";"57";"292";"1,78";"1,94";"Varėnos-Trakų";70;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"114";"26";"140";"0,85";"1,72";"Varėnos-Trakų";70;"LS"
10;"Lietuvos liaudies partija";"125";"38";"163";"0,99";"1,01";"Varėnos-Trakų";70;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"45";"32";"77";"0,47";"0,54";"Varėnos-Trakų";70;"JL"
9;"„Drąsos kelias“ politinė partija";"10";"8";"18";"0,11";"0,28";"Varėnos-Trakų";70;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"3216";"993";"4209";"21,41";"21,66";"Lazdijų-Druskininkų";71;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"3867";"798";"4665";"23,73";"21,54";"Lazdijų-Druskininkų";71;"LVZS"
1;"Lietuvos socialdemokratų partija";"3262";"754";"4016";"20,43";"14,43";"Lazdijų-Druskininkų";71;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"863";"243";"1106";"5,63";"9,04";"Lazdijų-Druskininkų";71;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"820";"143";"963";"4,90";"6,06";"Lazdijų-Druskininkų";71;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"119";"10";"129";"0,66";"5,49";"Lazdijų-Druskininkų";71;"LLRA"
5;"Partija Tvarka ir teisingumas";"1057";"400";"1457";"7,41";"5,33";"Lazdijų-Druskininkų";71;"PTT"
8;"Darbo partija";"596";"195";"791";"4,02";"4,69";"Lazdijų-Druskininkų";71;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"157";"30";"187";"0,95";"2,14";"Lazdijų-Druskininkų";71;"LLS"
12;"Lietuvos žaliųjų partija";"483";"87";"570";"2,90";"1,94";"Lazdijų-Druskininkų";71;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"229";"33";"262";"1,33";"1,72";"Lazdijų-Druskininkų";71;"LS"
10;"Lietuvos liaudies partija";"103";"25";"128";"0,65";"1,01";"Lazdijų-Druskininkų";71;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"58";"20";"78";"0,40";"0,54";"Lazdijų-Druskininkų";71;"JL"
9;"„Drąsos kelias“ politinė partija";"33";"6";"39";"0,20";"0,28";"Lazdijų-Druskininkų";71;"DK"
